"ASV","relab_sum","shap_p","Year","Month","Species","Rotation","Nitrogen","Block","Rep","Residual","Kingdom","Phylum","Class","Order","Family","Genus","species","taxa"
"asv_001289",0.0783322690580643,0.376220974031103,0,3.1503825,0,2.81e-06,1.3e-07,6.8e-07,0,96.84961389,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Microlunatus",NA,"f__Propionibacteriaceae g__Microlunatus "
"asv_002582",0.0312719010246328,0.376192399357783,5.11078222,4.90382316,0.00468426,0,3.47067799,0.0237889,3.105e-05,86.48621242,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1145","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1145"
"asv_001186",0.0719723178082945,0.375222117408115,17.80604822,4.84112889,0.20450498,6.285e-05,2.32181673,0.15288489,1.34205937,73.33149407,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"asv_002497",0.0571395538494959,0.37505643352322,2.82817357,2.06944423,20.62548727,0,5.18e-06,0.1269521,1e-08,74.34993763,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Chitinophaga",NA,"f__Chitinophagaceae g__Chitinophaga "
"asv_000220",0.287856604771759,0.375027775671814,55.84096711,18.12189273,3.84e-05,0,0.58841377,0.71478084,2e-08,24.73390713,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","veronii","f__Pseudomonadaceae g__Pseudomonas s__veronii"
"asv_001415",0.0570920895330817,0.374383354031507,16.69279441,0.45352415,1e-07,0.45161642,5.76963449,3.73154163,0,72.9008888,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"asv_000654",0.133437817751269,0.374377871672204,0.18190931,0,0.00015201,9e-07,1.26327188,0,1.22e-06,98.55466468,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"asv_002492",0.129144607559031,0.373843636375607,12.44413382,3.1e-07,18.42273349,5.209e-05,0,0.00113669,0.45976736,68.67217625,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",NA,"f__Sphingomonadaceae g__Sphingobium "
"asv_000337",0.168308326777189,0.373267875221549,2.26947481,18.5529216,0.0027394,1.451e-05,0.95911366,0.84929342,6.41e-06,77.36643619,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA,"f__Enterobacteriaceae  "
"asv_002253",0.0358218851586425,0.373203797087841,19.85368303,6.01775965,0,0,5.05014321,1.04337815,1.5465331,66.48850285,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"asv_001457",0.0595844977641033,0.372902275964805,0.97315218,0.83659421,2.607e-05,9.42e-05,0.00046402,0,1.457e-05,98.18965474,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae",NA,NA,"f__Geodermatophilaceae  "
"asv_001964",0.0485819994869117,0.371879651674361,9.18381261,13.46438473,0,1.16784983,5.67e-06,0.00024309,2.78e-06,76.1837013,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"asv_003115",0.0211598913147308,0.371758819383559,7.35453856,3.28674786,0.64506678,4.39e-06,0.00017265,0,2.34e-06,88.71346742,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"asv_000365",0.120047018446795,0.371627058980256,1.64620025,22.05609817,3.34464399,0.19309211,2.15540887,0.26637331,1.984e-05,70.33816345,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA,"f__Enterobacteriaceae  "
"asv_001613",0.0925345669448259,0.371493034366347,1.25086389,3.33070683,10.72338307,0.95202698,3.42566216,0,2.57352363,77.74383344,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA,"f__Caulobacteraceae g__Caulobacter "
"asv_000638",0.123278333193086,0.371041823924537,2.99e-06,1.61571057,0.08521736,2.77751926,12.18198646,2.34e-06,0,83.33956102,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae",NA,NA,"f__Chitinophagaceae  "
"asv_001656",0.0486617188682926,0.371034268654524,6.3150392,1.86164015,0.6245909,1.0860499,0.30962142,0.96314587,0.00021246,88.83970009,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"asv_000300",0.181075443847817,0.370752836435236,6.8e-07,20.19918101,1.71382576,2.28e-06,1.25667397,3.0893633,2.18e-06,73.74095083,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA,"f__Enterobacteriaceae  "
"asv_000458",0.124796559584947,0.37071380692795,24.14915669,25.35851341,6.67e-06,0.42043156,0.36345795,0.00046291,1.5e-07,49.70797067,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"asv_001068",0.0829741469861716,0.370201187539772,1.34867226,2.20792835,1.57027609,0.66556782,19.60219826,2.84048573,9.5e-07,71.76487056,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"asv_001008",0.0273385947137701,0.36996602656122,0.01658374,0,7.10646269,2.09173333,2.61679326,0,0,88.16842698,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",NA,"f__Bradyrhizobiaceae g__Bradyrhizobium "
"asv_002967",0.0574580041086035,0.369869648799925,2.3e-07,7.77481848,4.61135484,0.89261161,0.63482623,3.74407994,0,82.34230868,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA,"f__Phyllobacteriaceae g__Mesorhizobium "
"asv_001571",0.100152831945561,0.36968544113249,4.54833862,5.24125451,1.587e-05,1.80650365,0,1.11285609,0,87.29103126,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"asv_000368",0.114740024307847,0.369579396047077,1.67543745,21.58039664,1.81251753,0.00118449,3.82616392,2.37e-05,0.05700674,71.04726953,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA,"f__Enterobacteriaceae  "
"asv_000974",0.0424740317844486,0.368732093112101,0,2.96349545,3.80258075,0,7.182e-05,1.77721347,1.6e-06,91.4566369,"Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae",NA,NA,"f__Gaiellaceae  "
"asv_001495",0.0477205491323464,0.368666552792686,0,1.42338069,9.53450434,0,13.72562658,0.47487769,0.00039243,74.84121828,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae",NA,NA,"f__Chitinophagaceae  "
"asv_004803",0.0744343108543975,0.367967408730781,2.46862466,10.0752795,9.69461255,3.25641234,4.09765017,1.267e-05,7.1e-07,70.4074074,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA,"f__Caulobacteraceae g__Phenylobacterium "
"asv_001351",0.0492288147478593,0.366619968688889,6.57e-06,2.994e-05,1.598e-05,0.61096343,8.22e-06,1.615e-05,1.078e-05,99.38894892,"Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae",NA,NA,"f__Gaiellaceae  "
"asv_002773",0.0289230880921468,0.366608429352656,2.52245779,0.73625539,0,0,2.16892511,3e-08,7.74e-06,94.57235394,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1145","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1145"
"asv_001283",0.0535172395554319,0.3661057821866,14.14865781,2.97214506,0.00027607,0.00074688,0.23504112,3.201e-05,0,82.64310106,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"asv_000626",0.0785260844088308,0.364593267161009,21.68122651,32.57945062,0.10100413,0.40354898,0.0014651,0.44882373,0,44.78448094,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"asv_001090",0.0895284310483227,0.364444503717046,16.12714151,4.92622572,0.88629786,1e-08,20.73937199,3.68e-06,6.3e-07,57.3209586,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"asv_000783",0.0323438795636779,0.364092126845863,0.01291086,0,7.0280267,2.08276097,2.74590071,0.02052471,1.8e-07,88.10987587,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",NA,"f__Bradyrhizobiaceae g__Bradyrhizobium "
"asv_002037",0.0681372086764803,0.362728543659584,7.59825057,0,9.86106057,2.6e-06,1.01341118,3.25330046,0.06286994,78.21110467,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Chitinophaga",NA,"f__Chitinophagaceae g__Chitinophaga "
"asv_002283",0.0343725346378789,0.362393734139094,23.34373571,4.27507601,2.6e-06,3.33941577,0.00058591,0.00086916,0.00012431,69.04019052,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"asv_001695",0.0269377022715685,0.362017844478109,1.44100924,11.55453368,8.03875717,0.58008248,0.39906441,0.49899165,1.971e-05,77.48754166,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium",NA,"f__Oxalobacteraceae g__Janthinobacterium "
"asv_000881",0.0969812058208062,0.360973651674627,0.5664831,2.25886738,1.82326275,4.62e-06,1.95798993,5.7e-07,0,93.39339165,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"asv_003084",0.025692787072044,0.360702880792372,4.067e-05,0,0.46076143,0.21051637,2.2712236,0,5.411e-05,97.05740382,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","0319-6A21",NA,NA,"f__0319-6A21  "
"asv_001089",0.141429942776641,0.360495762775057,0.46725673,0.15907361,9.2e-07,4.989e-05,0,1.348e-05,3.02291142,96.35069396,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae",NA,NA,"f__Nocardioidaceae  "
"asv_001672",0.088430443868023,0.360302046862455,0.67635594,0,0,4.23796079,0.56118807,5.26e-06,4.4e-07,94.5244895,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Methylibium",NA,"f__Comamonadaceae g__Methylibium "
"asv_001113",0.0465389246089265,0.356862943978793,1.94899418,0.69473298,0.0022778,3.96e-06,3.37028877,4.45782825,7e-08,89.52587398,"Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae",NA,NA,"f__Gaiellaceae  "
"asv_002415",0.0853515875270816,0.356445834541203,0,2.3814927,4.41899405,0,6.1838453,0.52594191,0,86.48972604,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA,"f__Phyllobacteriaceae g__Mesorhizobium "
"asv_001886",0.103041618515606,0.354541960727855,14.45194844,1.54061495,4.53063923,1.50238188,0.99251482,2.29232566,0.00041131,74.68916371,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Methylibium",NA,"f__Comamonadaceae g__Methylibium "
"asv_002512",0.0659557662795636,0.353872222213078,13.32182819,7.35840112,12.8050885,1.839e-05,0,1.12e-06,0.08363678,66.43102591,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Chitinophaga",NA,"f__Chitinophagaceae g__Chitinophaga "
"asv_001253",0.114781519990959,0.353112816886364,12.92430115,5.37744939,9.20213475,0.00010367,7.9e-07,1.33377683,0.70115742,70.46107599,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Chitinophaga",NA,"f__Chitinophagaceae g__Chitinophaga "
"asv_000603",0.0859528658215222,0.352800713827086,1.83496373,1.33098532,3.60669881,1.6e-07,1.72777038,10.51492472,0.85145605,80.13320083,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella",NA,"f__Rhodospirillaceae g__Skermanella "
"asv_000726",0.0754291407394783,0.352298021541263,24.60625171,12.0691388,0,0.27676056,2.4e-07,0.00087447,0.43156843,62.61540579,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"asv_003269",0.0698534990065156,0.350818323288021,6.2e-07,1.73346964,11.50798687,1.888e-05,0,1.12e-06,1.17732959,85.58119328,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA,"f__Phyllobacteriaceae g__Mesorhizobium "
"asv_001557",0.0419213264570606,0.350744603706544,18.53644367,0.57531065,2.75303003,9.012e-05,11.24802101,1.26887902,0,65.6182255,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"asv_002538",0.0310962295073481,0.35064737854407,20.59086141,21.36799554,4.43e-06,3.388e-05,0.00031654,0.59396806,0,57.44682013,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","maltophilia","f__Xanthomonadaceae g__Stenotrophomonas s__maltophilia"
"asv_001616",0.0344442185704303,0.350476867105859,14.71481179,27.83745767,0.42962824,1.8467417,0.85932429,1.38639743,8e-08,52.92563878,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"asv_003950",0.0374582037993149,0.350189005927669,3.75665821,6.98865663,0,0.00903131,1.46e-05,0.00233068,0.21336104,89.02994753,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",NA,"f__Nitrospiraceae g__Nitrospira "
"asv_000766",0.128241985108224,0.35005860733289,0,1.68936158,0.16996987,9e-08,8.259886,1.1e-07,4e-08,89.8807823,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Steroidobacter",NA,"f__Sinobacteraceae g__Steroidobacter "
"asv_004287",0.0195819068958522,0.35004678988666,5.73973637,17.61839022,0.00072588,0,0,1.9e-07,1.805e-05,76.6411293,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Delftia",NA,"f__Comamonadaceae g__Delftia "
"asv_002619",0.0543228615106533,0.350042699427857,11.69501931,0.89646236,3.54247288,2.148e-05,7.2e-07,0.27880842,1.99e-06,83.58721285,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,NA,"f__Sphingobacteriaceae  "
"asv_003101",0.0256220157802635,0.349858284596717,0,0.85236301,4.47148686,0.96124659,6.40836713,6.72e-06,0.31916142,86.98736828,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae",NA,NA,"f__Chitinophagaceae  "
"asv_000514",0.0993720704550174,0.349396634316724,22.72847715,30.57215622,4.84e-06,3.24e-05,0.00026264,0.78902189,0,45.91004486,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"asv_002676",0.019360883046376,0.349360239243412,13.26196551,20.74125732,0.36962313,0.07330671,0.00030878,2.67213472,0.21087499,62.67052884,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"asv_002630",0.0421188338517204,0.348762838872673,0,1.97332205,5e-08,9.21e-06,0,0,2.321e-05,98.02664548,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","flexus","f__Bacillaceae g__Bacillus s__flexus"
"asv_000262",0.219550399118555,0.34855442903126,19.92473206,4.72555022,7.64e-06,8.276e-05,3.29418313,1.338e-05,4.61e-06,72.0554262,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"asv_003502",0.0555000917636665,0.348443684903778,2.22e-06,1.59680403,4.54462729,0,1.47584612,0,0.84951788,91.53320246,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA,"f__Phyllobacteriaceae g__Mesorhizobium "
"asv_000429",0.0921238436478239,0.348379131595561,24.21595063,31.15982711,1.096e-05,0,0,0.40292101,0,44.22129029,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"asv_000328",0.154840044203733,0.348322623119186,1.44353513,26.8476463,3.23057106,1e-08,7.0775748,0.10738098,1.227e-05,61.29327944,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA,"f__Enterobacteriaceae  "
"asv_000237",0.288842232909667,0.347411558073052,60.49446335,19.15792406,0.00068156,0.030317,1e-08,8e-08,0.00121473,20.31539921,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","veronii","f__Pseudomonadaceae g__Pseudomonas s__veronii"
"asv_001164",0.098594453930141,0.346177096936391,2.41927063,4.59173938,2e-08,0.24263061,3e-08,0,3.58904588,89.15731345,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",NA,"f__Nitrospiraceae g__Nitrospira "
"asv_001781",0.0624610607024352,0.345690261398151,7.888e-05,0,0,5.16931389,0.92366411,1.73e-06,0,93.90694139,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA,"f__Pseudonocardiaceae g__Pseudonocardia "
"asv_002572",0.0290274388937192,0.345291699067515,15.23537955,15.69241271,0.67310173,2.3e-07,4.058e-05,1.715e-05,8.284e-05,68.39896521,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"asv_001087",0.0768980213568518,0.344895018145983,5.9e-07,0,6.35e-06,6.09262676,1.6209067,1.787e-05,0.00055452,92.28588722,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA,"f__Pseudonocardiaceae g__Pseudonocardia "
"asv_002684",0.0271629972633346,0.344752912397462,1.5e-07,2.73883088,0,0.88170438,0,0,0,96.37946459,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae",NA,NA,"f__Geodermatophilaceae  "
"asv_003320",0.0648395160324024,0.344620572205685,0,0,9.32285169,1.184e-05,0,0,1.879e-05,90.67711768,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA,"f__Phyllobacteriaceae g__Mesorhizobium "
"asv_000545",0.0686503903418663,0.344548347289835,23.47134443,35.75153454,0.00060982,0.00033663,1.485e-05,0.35754914,6.95e-06,40.41860364,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"asv_001540",0.0513593592230118,0.343665008665858,17.58028049,2.19165253,0.29745249,2.12183991,3.82794192,1.35e-06,1.8e-07,73.98083115,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"asv_001858",0.117050330325159,0.343343414237939,2.08002029,6.26289369,8.03079498,4.791e-05,1.38600352,2.72e-06,0.02576688,82.21447001,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hylemonella",NA,"f__Comamonadaceae g__Hylemonella "
"asv_000269",0.233543172023755,0.34096845875083,58.4463259,21.52751138,0,0,1.677e-05,0.00447113,3.516e-05,20.02163965,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","veronii","f__Pseudomonadaceae g__Pseudomonas s__veronii"
"asv_000422",0.30625549648659,0.340905956452193,11.36889495,0.35260092,22.31347216,0.52818149,8.79757391,2.7e-07,1.69855571,54.94072059,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA,"f__Caulobacteraceae g__Phenylobacterium "
"asv_003353",0.0299059635347935,0.340768681317513,8.96037451,3.18869169,3.78e-06,0,0.01290156,0.35372916,1.82629341,85.6580059,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1145","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1145"
"asv_002516",0.126329773035099,0.340567835766187,4.80145512,1.93668243,16.74633473,4.58e-06,0.95648107,1.45106823,0.0001161,74.10785773,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Inquilinus","limosus","f__Rhodospirillaceae g__Inquilinus s__limosus"
"asv_000393",0.172584264109593,0.340369014261692,13.81520554,1.62e-06,8.53714739,0,6.78850836,0.0002714,0.77285821,70.08600749,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter",NA,"f__Micrococcaceae g__Arthrobacter "
"asv_004159",0.0338990782664354,0.340163707321993,4.24911523,23.16177191,1.25899271,0.00102064,1.521e-05,0.28339784,0,71.04568647,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Delftia",NA,"f__Comamonadaceae g__Delftia "
"asv_001811",0.0671218472151536,0.339301674164122,2.52552823,8.50443073,1.58e-06,2.14e-06,1.01085375,0,6.72e-06,87.95917685,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"f__Comamonadaceae  "
"asv_001342",0.0284172209836282,0.338253178545096,0,0.19802605,1.94622765,4e-08,0,0,4.3e-07,97.85574583,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae",NA,NA,"f__Nocardioidaceae  "
"asv_000775",0.111947456554943,0.337197870875947,3.32285435,0,16.13529634,0.3694943,16.27454257,0.19158169,0.00010636,63.7061244,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia",NA,"f__Burkholderiaceae g__Burkholderia "
"asv_003803",0.0573251063801839,0.337153184830304,1.16892634,2.6e-07,1.02562451,4e-07,2.57555038,0,1.14933418,94.08056393,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae",NA,NA,"f__Rhodospirillaceae  "
"asv_002895",0.0316220885102408,0.336876914308614,1.24535243,19.87110233,0.03697913,5.65e-05,1.486e-05,2.03526096,0,76.81123378,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"f__Comamonadaceae  "
"asv_000292",0.16283857734271,0.336784522472938,33.74418558,3.82852337,0.47423755,0.38169714,6.20078794,0.80492359,3.443e-05,54.56561041,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"asv_002952",0.0385534305832033,0.335038648045503,13.61850978,2.83854272,2.85e-06,0.86416601,1.26973508,0.38809239,8e-08,81.02095109,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1145","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1145"
"asv_003233",0.0473097644699397,0.333742136222255,1.54834038,3.99516491,21.58730472,0.58788367,1.09739521,4.4e-07,4e-08,71.18391061,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA,"f__Sphingomonadaceae g__Novosphingobium "
"asv_000722",0.136825322878055,0.332994864987789,11.99842523,0,20.06097833,1.782e-05,7.09e-05,1.052e-05,0.00466703,67.93583016,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","leguminosarum","f__Rhizobiaceae g__Rhizobium s__leguminosarum"
"asv_003935",0.0291643309150165,0.33253601370421,12.92356158,4.56664142,1.45873507,0,3.19976915,0.38827552,4.15686917,73.30614809,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"asv_002042",0.105450955644016,0.331887925448026,2.43658039,0.18701927,0.39293442,0.00034856,8.12741977,1.66515645,0,87.19054115,"Bacteria","Acidobacteria","[Chloracidobacteria]","RB41","Ellin6075",NA,NA,"f__Ellin6075  "
"asv_001460",0.0628391518420212,0.330825469609782,0.5878115,0.16079645,6.87716223,5.26e-06,1.43645292,0,0.25690492,90.68086672,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Sporosarcina","ginsengi","f__Planococcaceae g__Sporosarcina s__ginsengi"
"asv_000668",0.0559988418561931,0.33054246866541,0.23679759,1.06015586,0.96190656,0,6.05682037,2.185e-05,5.48e-06,91.68429229,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",NA,"f__Bradyrhizobiaceae g__Bradyrhizobium "
"asv_000933",0.0805710833800081,0.329809810167901,6e-07,0,7.97543628,5e-08,0,3.75907957,0,88.2654835,"Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae",NA,NA,"f__Gaiellaceae  "
"asv_002060",0.0665163511375987,0.329362843661447,1.1e-07,0.52762426,0,4.2e-07,13.91777881,0,0,85.55459639,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae",NA,NA,"f__Comamonadaceae  "
