"Fraction","ASV","relab_sum","shap_p","Year","Month","Species","Rotation","Nitrogen","Block","Rep","Residual","Kingdom","Phylum","Class","Order","Family","Genus","species","taxa"
"rhizosphere","asv_000645",0.090967757789117,0.0649213930196833,24.60942909,0,2.90487738,0.0001548,7.83843446,7.506e-05,0,64.64702921,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter","psychrolactophilus","f__Micrococcaceae g__Arthrobacter s__psychrolactophilus"
"rhizosphere","asv_002635",0.090904107810507,0.181782169908147,3.66097851,0,0,0.00217546,12.00709792,1.70625016,0.00012848,82.62336947,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA,"f__Phyllobacteriaceae g__Mesorhizobium "
"rhizosphere","asv_001207",0.0908884852565146,0.635105388008932,0.66146991,2.10020913,10.23706904,2e-07,14.08917296,9e-08,2.19e-06,72.91207648,"Bacteria","Proteobacteria","Betaproteobacteria","A21b","EB1003",NA,NA,"f__EB1003  "
"rhizosphere","asv_001124",0.0907104170788765,0.417703489448845,4.45821876,2.22868814,0,6.249e-05,3.3e-06,1.30282548,0,92.01020184,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea","agglomerans","f__Enterobacteriaceae g__Pantoea s__agglomerans"
"rhizosphere","asv_000823",0.0907041474783946,0.66674446281893,26.41279313,1.59551988,0.59305973,6e-08,1.11794163,0.6635705,5.85e-06,69.61710921,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"rhizosphere","asv_001065",0.0907010012995998,0.882432729379289,4.93137196,6.94219337,3.81e-06,6.76263327,0,0,0.89796422,80.46583337,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"rhizosphere","asv_002315",0.0906960325998202,0.111246530391186,2.90991552,3.03128941,3.26e-05,0,14.62977568,2.43e-05,3.176e-05,79.42893073,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Kaistobacter",NA,"f__Sphingomonadaceae g__Kaistobacter "
"rhizosphere","asv_000534",0.090616647885957,0.0184655617310183,23.81236677,5.96559506,0.00534183,6.11e-06,0.25781215,1.53388073,4e-08,68.42499732,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"rhizosphere","asv_001552",0.0905685096478523,0.06759926342089,10.07405681,0.65230561,3.8e-07,0.03075433,0.753144,0,0,88.48973887,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella",NA,"f__Rhodospirillaceae g__Skermanella "
"rhizosphere","asv_000715",0.0905399545090812,0.60864457158435,13.98877536,2.38263311,0,0.75575732,4.96720333,3.7e-07,4.15e-06,77.90562637,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"rhizosphere","asv_001675",0.0904519598314833,0.0471094676083613,1.27755999,0.13395583,3.07401115,0.21646305,1.24055996,2.28e-06,0,94.05744776,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae",NA,NA,"f__Rhodospirillaceae  "
"rhizosphere","asv_002131",0.0903935613364014,0.90625555955488,5.81534967,19.90547931,1.908e-05,0.00040516,7.26006109,1.24227166,0,65.77641403,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA,"f__Oxalobacteraceae  "
"rhizosphere","asv_000454",0.0903125537128741,0.0466102479438661,26.34198373,34.70497008,0.65114446,6.353e-05,1e-08,0,1.45e-06,38.30183674,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"rhizosphere","asv_001054",0.0899567491693988,0.113970946937986,7.20195524,11.53632896,6.8e-07,0,0,1.39839417,0.00023459,79.86308637,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"rhizosphere","asv_000898",0.0898440247819288,0.974763961379589,13.27653679,0.19333691,3.75120106,0,7.56038581,0.00023924,3.58e-06,75.21829661,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter","psychrolactophilus","f__Micrococcaceae g__Arthrobacter s__psychrolactophilus"
"rhizosphere","asv_001883",0.0897203302439224,0.847124807111126,0,1.27647145,0.45608857,1.31e-06,2.39e-06,0.00011568,0,98.2673206,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"rhizosphere","asv_001664",0.0896886803768202,0.00299597338714201,4.16369593,1.71599181,0.36834906,1.47e-05,18.18461884,0.56900476,1.1e-07,74.99832478,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Kaistobacter",NA,"f__Sphingomonadaceae g__Kaistobacter "
"rhizosphere","asv_000642",0.0896472293921146,0.939405182417332,18.20358648,14.85216427,4.703e-05,0.00102902,0.3145286,2.63290817,8.491e-05,63.99565151,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"rhizosphere","asv_001090",0.0895284310483227,0.364444503717046,16.12714151,4.92622572,0.88629786,1e-08,20.73937199,3.68e-06,6.3e-07,57.3209586,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"rhizosphere","asv_000488",0.0893111500880464,0.71809132543203,23.10057217,29.94963734,0.07591867,0,4e-08,0,0,46.87387179,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"rhizosphere","asv_002642",0.0893068380955887,0.11057335120155,15.88927524,3.85362746,6.38606671,0,3.318e-05,4.1e-06,6.09e-06,73.87098722,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Methylibium",NA,"f__Comamonadaceae g__Methylibium "
"rhizosphere","asv_000894",0.089297911388412,0.760897200883369,5.96500772,0,0.63548203,0.03374544,0,0,2.166e-05,93.36574314,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"rhizosphere","asv_002204",0.0892529534630154,0.0362184540340491,3.35159656,0,3.20021385,0.09944654,0.79216094,1.2e-07,0,92.556582,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"rhizosphere","asv_000531",0.0890182694058434,0.237871128834066,1.12219193,18.16035212,0.91113816,0,1.0428618,0.81273016,5.7e-06,77.95072013,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA,"f__Enterobacteriaceae  "
"rhizosphere","asv_000978",0.0889129532592564,0.786317646436079,0,1.08351909,4.60054946,1.18965441,18.83181809,1.20622169,0,73.08823726,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae",NA,NA,"f__Chitinophagaceae  "
"rhizosphere","asv_001744",0.0888938317390934,0.237142474946674,18.51368705,0.35418915,0.98097456,5.522e-05,0.46623196,0.00218006,1.47582047,78.20686153,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces","mirabilis","f__Streptomycetaceae g__Streptomyces s__mirabilis"
"rhizosphere","asv_001359",0.0887123264151669,0.275625807113677,1.51627174,10.0238098,1.091e-05,0,4.593e-05,0.00110144,3.242e-05,88.45872775,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Chitinophaga","arvensicola","f__Chitinophagaceae g__Chitinophaga s__arvensicola"
"rhizosphere","asv_001587",0.0886120248798384,0.290286517441968,0.90752196,0.50918003,33.77220406,0.61208094,13.50344084,0.00956864,5e-08,50.68600347,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA,"f__Caulobacteraceae g__Phenylobacterium "
"rhizosphere","asv_001079",0.088476958944374,0.0122359562114211,12.43429811,23.4228791,1.28055492,0.00063367,0,0,8e-08,62.86163411,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"rhizosphere","asv_001580",0.0884757901428208,0.731511911564873,0,2.99901672,4.49359875,1.70212618,0.33266492,3.38e-06,4.7e-07,90.47258958,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Chitinophaga","arvensicola","f__Chitinophagaceae g__Chitinophaga s__arvensicola"
"rhizosphere","asv_001672",0.088430443868023,0.360302046862455,0.67635594,0,0,4.23796079,0.56118807,5.26e-06,4.4e-07,94.5244895,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Methylibium",NA,"f__Comamonadaceae g__Methylibium "
"rhizosphere","asv_000477",0.0882030932532292,0.0189569045165652,38.93355816,4.5930272,0.00891518,0.34756934,3.75901721,0.07200836,0.00087001,52.28503454,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"rhizosphere","asv_001542",0.088077128414713,0.0684377660095471,3.34850988,11.22150324,1.85e-05,0.06811681,6e-08,3.28e-06,0,85.36184823,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"rhizosphere","asv_000716",0.0879542701110207,0.633002471785279,19.92561431,8.447e-05,0.93820368,0,11.31615607,3.37162053,0.05894478,64.38937616,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"rhizosphere","asv_001898",0.0879101849348456,0.392596685942423,5.31473009,1.29162277,0.01710977,0,3.64805787,2.16e-06,1.32e-06,89.72847602,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosovibrio","tenuis","f__Nitrosomonadaceae g__Nitrosovibrio s__tenuis"
"rhizosphere","asv_002889",0.0878301816656741,0.981435540911736,2.26772065,0,0,4.079e-05,14.01441529,0,1.21e-06,83.71782206,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Kaistobacter",NA,"f__Sphingomonadaceae g__Kaistobacter "
"rhizosphere","asv_000958",0.0877883893651689,0.540007203981169,0,0,1.13463582,1.04362043,0,2.33e-06,0,97.82174142,"Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae",NA,NA,"f__Gaiellaceae  "
"rhizosphere","asv_000765",0.0876717272012161,0.838369816668103,0.9856014,9.9e-07,0.02338737,0.6470996,0,9.8e-07,0,98.34390966,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae",NA,NA,"f__Geodermatophilaceae  "
"rhizosphere","asv_001633",0.0876697149052105,0.0226602201171789,9.47417053,4.6524897,14.04314776,0.13234233,0.06523914,8.354e-05,1.60174207,70.03078495,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Chitinophaga",NA,"f__Chitinophagaceae g__Chitinophaga "
"rhizosphere","asv_002048",0.087489455565146,0.842902097166703,1.218e-05,1.09581883,3.23351085,0,5.28146164,0.16795265,5.565357,84.65588686,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA,"f__Caulobacteraceae g__Caulobacter "
"rhizosphere","asv_001252",0.0873963318497685,0.121144177107002,0.07627994,0.40996145,0.49662116,0,1.09806072,0,0,97.91907673,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA,"f__Pseudonocardiaceae g__Pseudonocardia "
"rhizosphere","asv_001189",0.0873567837950174,0.0263783842554055,2.70529105,8.96445225,2.605e-05,0.00022999,0.83369721,0,0,87.49630344,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Yersinia",NA,"f__Enterobacteriaceae g__Yersinia "
"rhizosphere","asv_001103",0.087219308073106,0.857990590952727,1.9e-07,1.48672696,0,2.04e-06,1.31440714,7.6e-07,2.19039913,95.00846378,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA,"f__Pseudonocardiaceae g__Pseudonocardia "
"rhizosphere","asv_000773",0.0870127453292609,0.723214150108416,3.17e-06,3.41287445,0,0,2.1387939,0,1.1e-07,94.44832838,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",NA,"f__Nitrospiraceae g__Nitrospira "
"rhizosphere","asv_001701",0.0869724463540228,0.00850089189201146,2.32e-06,1.04143188,40.40382997,0.434285,0.28237761,0.81268268,2e-08,57.02539052,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA,"f__Sphingomonadaceae g__Novosphingobium "
"rhizosphere","asv_000637",0.0868881529128399,0.62039250902564,3.64e-06,1.17878894,0.37265747,0.31384385,6.08159849,2.73499322,7e-08,89.31811433,"Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae",NA,NA,"f__Gaiellaceae  "
"rhizosphere","asv_001957",0.0868214875590384,0.922147866891846,2.36049285,1.19137295,22.42473649,0.86324123,12.47356779,0,0.07078194,60.61580676,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA,"f__Caulobacteraceae g__Phenylobacterium "
"rhizosphere","asv_001338",0.0867857515787498,0.510313408409421,6.6976707,12.85290627,0.00037518,1.35e-06,1.60594629,1.29469606,0,77.54840415,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax","paradoxus","f__Comamonadaceae g__Variovorax s__paradoxus"
"rhizosphere","asv_002513",0.0867832916715742,0.0105305714595802,14.70045537,10.8374633,2e-08,2.61e-06,1.3305275,1.37238045,0.6371278,71.12204296,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA,"f__Oxalobacteraceae  "
"rhizosphere","asv_001291",0.0867792472357241,0.472063327232908,19.47178058,10.19992653,0,1.10584258,2.34684909,5.89e-06,0.78240183,66.09319352,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"rhizosphere","asv_003133",0.0867351772910131,0.00282426825434694,2.99148137,0,3.14558377,2.65e-06,0.81975206,0,1.8e-07,93.04317997,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"rhizosphere","asv_002648",0.0864798125974175,0.0165388357441577,0,5.73668811,0,2.9e-06,0,0,0,94.26330899,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Chitinophaga","arvensicola","f__Chitinophagaceae g__Chitinophaga s__arvensicola"
"rhizosphere","asv_001597",0.0864719268767429,0.00626424139674607,13.06000451,4.8261651,12.07390779,0,2.54627147,0,0.99254097,66.50111017,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Chitinophaga",NA,"f__Chitinophagaceae g__Chitinophaga "
"rhizosphere","asv_000846",0.0863537738516124,0.0245430978895522,0.00019615,3.953e-05,3.061e-05,0,8.20190378,0,2.06617433,89.7316556,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Steroidobacter",NA,"f__Sinobacteraceae g__Steroidobacter "
"rhizosphere","asv_001418",0.086279658943206,0.650805585699209,0,1.00130987,0,3e-08,0.19031765,0,1.1e-07,98.80837234,"Bacteria","Acidobacteria","[Chloracidobacteria]","RB41","Ellin6075",NA,NA,"f__Ellin6075  "
"rhizosphere","asv_001390",0.0862728095403339,0.521828913139007,2.66623889,0.5873764,2.2e-07,5.6e-07,2.44e-06,0,0,96.74638149,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea","agglomerans","f__Enterobacteriaceae g__Pantoea s__agglomerans"
"rhizosphere","asv_001194",0.0862342508064583,0.514737865327156,5e-08,1.47243872,1.28872458,3.3e-07,2.4e-07,0,2.2e-07,97.23883586,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA,"f__Pseudonocardiaceae g__Pseudonocardia "
"rhizosphere","asv_002137",0.0861058402478908,0.175889211718269,5.3e-07,1.47798629,0.1117576,0.85620326,0.17379531,1.06529349,0,96.31496352,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Chitinophaga","arvensicola","f__Chitinophagaceae g__Chitinophaga s__arvensicola"
"rhizosphere","asv_001678",0.0860654295176157,0.120518737120599,1.782e-05,1.8e-06,0,1.12337328,15.70919679,8e-08,0,83.16741023,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Kaistobacter",NA,"f__Sphingomonadaceae g__Kaistobacter "
"rhizosphere","asv_002099",0.0860622758435476,0.686754493224365,7e-08,1.1e-07,7.85893624,5.38e-06,12.27632536,1.77e-06,3.79e-06,79.86472729,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides",NA,"f__Nocardioidaceae g__Nocardioides "
"rhizosphere","asv_001576",0.0860183319545461,0.120231360298929,2.85605065,12.99297818,0,7e-06,0.00103689,3.464e-05,0,84.14989264,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Polaromonas",NA,"f__Comamonadaceae g__Polaromonas "
"rhizosphere","asv_002311",0.085993335303739,0.782807588495747,4.5e-07,1.62199911,1.4e-05,4.1e-07,5.8e-07,0,1.41692289,96.96106256,"Bacteria","Acidobacteria","[Chloracidobacteria]","RB41","Ellin6075",NA,NA,"f__Ellin6075  "
"rhizosphere","asv_000603",0.0859528658215222,0.352800713827086,1.83496373,1.33098532,3.60669881,1.6e-07,1.72777038,10.51492472,0.85145605,80.13320083,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella",NA,"f__Rhodospirillaceae g__Skermanella "
"rhizosphere","asv_000582",0.0858944426235767,0.441810472656598,28.48843841,28.64693036,1.66957555,2.6e-07,3.21e-06,2.6e-07,8.9e-07,41.19505106,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"rhizosphere","asv_000918",0.0855183626291852,0.617748356704543,6.8191008,0.4605065,0,4.13148454,2.4747163,0,1.7e-07,86.11419168,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Microlunatus",NA,"f__Propionibacteriaceae g__Microlunatus "
"rhizosphere","asv_001818",0.085478116807789,0.423829148976216,3.07e-06,4.31520269,1.7e-06,0,4e-07,7.9e-07,0.27112447,95.41366687,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae",NA,NA,"f__Intrasporangiaceae  "
"rhizosphere","asv_002415",0.0853515875270816,0.356445834541203,0,2.3814927,4.41899405,0,6.1838453,0.52594191,0,86.48972604,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA,"f__Phyllobacteriaceae g__Mesorhizobium "
"rhizosphere","asv_000803",0.0852870192183087,0.0451297101636681,6.85119023,3.38546357,1.51469817,3e-07,1.98433938,2.37608607,0,83.88822228,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"rhizosphere","asv_000912",0.0851224700259702,0.830809262354049,24.8517137,5.3e-07,2.15779995,7.3e-07,8.25153359,2e-08,0,64.73895148,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter","psychrolactophilus","f__Micrococcaceae g__Arthrobacter s__psychrolactophilus"
"rhizosphere","asv_001402",0.0851115890037569,0.175655864820037,2.63578379,5.13191875,1e-08,0.50340914,0.99324083,1.50504365,0.20527169,89.02533213,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella",NA,"f__Rhodospirillaceae g__Skermanella "
"rhizosphere","asv_001138",0.0849465585754176,0.0490539758996025,3.52677877,0,16.09634631,0.41648689,16.32848004,0.13030478,0.00012794,63.50147527,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia",NA,"f__Burkholderiaceae g__Burkholderia "
"rhizosphere","asv_001499",0.0847798820991158,0.385893487300282,4.15006333,11.37538586,3.1e-07,0.94995952,9.2e-06,1.16e-06,5.503e-05,83.52452559,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax","paradoxus","f__Comamonadaceae g__Variovorax s__paradoxus"
"rhizosphere","asv_001785",0.0847746801993885,0.949252986168404,6.7724223,8.74616523,0.00081297,0.20783438,0.13768318,0.14808071,0,83.98700122,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"rhizosphere","asv_000724",0.084725359523787,0.319617924553508,20.6552115,0.51837818,2.76368756,0,16.46469509,4.70796317,1.6e-07,54.89006435,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"rhizosphere","asv_001860",0.0847141027755722,0.202898918690909,1.444e-05,0.38305973,0.50030306,0.93492718,14.81609531,2.925e-05,1.96e-06,83.36556907,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Kaistobacter",NA,"f__Sphingomonadaceae g__Kaistobacter "
"rhizosphere","asv_000569",0.0844342267325056,0.228708217423941,20.33353309,29.8517221,0.40530116,0,0.43434437,0,5.499e-05,48.97504429,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"rhizosphere","asv_000691",0.084386233996047,0.560599647717469,6.15887669,1.97849962,2.72e-06,1.14477959,24.65279411,2e-08,2.27232863,63.79271862,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"rhizosphere","asv_001141",0.0842182210246707,0.403503219211226,4.4e-07,0,0,0,0,0,2.01427293,97.98572664,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae",NA,NA,"f__Intrasporangiaceae  "
"rhizosphere","asv_000702",0.0841373325291065,0.00263093140708275,19.22828134,9.48495683,0.70560313,0,8.92189808,1.84e-06,3e-08,61.65925875,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"rhizosphere","asv_001714",0.0840665296600459,0.486310668406798,12.62088587,0.87825358,18.82526262,5.98e-06,7.01287145,1.173e-05,0.52124298,60.14146578,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",NA,"f__Sphingomonadaceae g__Sphingobium "
"rhizosphere","asv_001790",0.0839452172017739,0.279605602498318,13.90638837,1.34945767,3.7883256,4.33e-06,1.42108348,0.58228206,2.40097998,76.55147851,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,NA,"f__Sphingobacteriaceae  "
"rhizosphere","asv_001559",0.0838672669042485,0.401285309633945,18.14675543,0.70105609,17.91422547,0,2.15655628,5.296e-05,5.6e-07,61.0813532,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",NA,"f__Sphingomonadaceae g__Sphingobium "
"rhizosphere","asv_000523",0.0836923072769909,0.0176169166401893,25.89591238,29.0340786,0.83356579,0.93612895,0.00232992,0.68793967,0,42.61004469,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"rhizosphere","asv_001175",0.0834932355832799,0.14773348368234,7.73965004,11.14912923,6.62e-06,2e-08,0,0,1.18e-06,81.11121291,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Yersinia",NA,"f__Enterobacteriaceae g__Yersinia "
"rhizosphere","asv_001931",0.0834583381175534,0.644031418641351,12.61043571,7.00716,0.32133975,1.26911736,2.63689809,2.9e-07,1.1e-07,76.1550487,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Janthinobacterium",NA,"f__Oxalobacteraceae g__Janthinobacterium "
"rhizosphere","asv_001309",0.0833769296476964,0.115158597403414,0,2.73899061,0,1.065e-05,1.10850483,1.12341211,2.78664324,92.24243856,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Steroidobacter",NA,"f__Sinobacteraceae g__Steroidobacter "
"rhizosphere","asv_000770",0.0833053668017515,0.827035592797975,7.52559396,0,6.5e-07,0.19241576,1.34830926,0.02688407,0,90.90679629,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"rhizosphere","asv_001577",0.083289019347085,0.627433695773587,3.30044264,3.90189311,9.90400075,3.19630107,4.19e-06,2.29e-06,2.16e-06,79.69735378,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA,"f__Caulobacteraceae g__Caulobacter "
"rhizosphere","asv_001111",0.0832669802077571,0.315872060214817,4.00508457,0,0.10437473,0,0,1.52920828,0.49099623,93.87033618,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea","agglomerans","f__Enterobacteriaceae g__Pantoea s__agglomerans"
"rhizosphere","asv_001419",0.083241821093823,0.751887695501691,3.63889968,6e-08,19.55400413,1.53866022,20.47627136,0,0,54.79216455,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia",NA,"f__Burkholderiaceae g__Burkholderia "
